;"BMI &gt;= 25";"BMI &gt;= 25";"BMI &gt;= 25";"BMI &gt;= 25";"BMI &gt;= 25";"BMI &gt;= 25"
;2014;2014;2014;2010;2010;2010
; 18+  years; 18+  years; 18+  years; 18+  years; 18+  years; 18+  years
Thailand;29.7 [24.8-34.4];33 [26.3-40.1];26.2 [19.8-33.7];26.5 [22.9-30.1];30.1 [25.3-35.3];22.7 [18.2-27.7]
The former Yugoslav republic of Macedonia;55.2 [49.2-61.2];50.5 [41.7-59.1];59.8 [51.8-67.6];53.5 [48.7-58.1];49.5 [42.5-56.2];57.5 [51-63.7]
Timor-Leste;14.5 [11-18.2];18.1 [13-24.1];11 [6.9-16.4];12.8 [10.3-15.5];16.1 [12.2-20.4];9.7 [6.6-13.4]
Togo;25.9 [21.6-30.2];34.4 [28.1-41.1];17.2 [12.3-22.8];24 [21.1-27.2];31.7 [27.2-36.5];16.1 [12.5-20]
Tonga;74.8 [70-79.3];79.6 [74.2-84.5];69.9 [62.6-76.6];74 [70.1-77.4];78.8 [74.3-83.1];69.1 [63.1-74.8]
Trinidad and Tobago;61.4 [53.7-69.9];67.2 [56.4-77];55.4 [43.1-67.4];58.1 [51.7-64.2];64.6 [55.8-72.5];51.5 [41.9-61.1]
Tunisia;62.9 [58.6-67.2];66.4 [59.9-72.4];59.3 [52.5-65.9];60.1 [56.7-63.5];64.1 [59.2-68.8];56 [50.9-60.9]
Turkey;66.3 [62.2-70.8];68.5 [62.5-74.1];64.1 [57.8-70.1];63.8 [61-67.2];66.5 [62.1-70.7];61.1 [56.6-65.7]
Turkmenistan;55.2 [49.6-60.4];55.7 [47.5-63.6];54.6 [46.1-63.1];51.9 [46.6-56.5];53 [46.3-59.5];50.7 [43.6-58]
Tuvalu;73.2 [69-77.4];76.8 [71.1-81.9];69.6 [62.7-76];71.7 [67.8-75.3];75.5 [70.7-80];68 [62.3-73.4]
Uganda;21.8 [17.6-25.8];30.4 [23.9-37.4];13.2 [8.5-18.8];19.4 [16-23.1];26.8 [21.7-32.3];12 [8.2-16.5]
Ukraine;54.2 [48.5-60.3];52.4 [43.4-60.9];56.3 [47.8-64.9];52.3 [47.3-56.8];51.5 [44.3-58.3];53.3 [46.5-59.9]
United Arab Emirates;74 [69.6-78.3];75.8 [70-81.2];73.1 [66.8-78.9];72 [68.5-75.7];74.6 [70-78.9];71 [66-75.6]
United Kingdom of Great Britain and Northern Ireland;63.4 [59.7-66.9];58.8 [53.5-64];68.1 [63.1-72.8];61.3 [58.9-63.6];56.8 [53.1-60.5];65.9 [62.6-69.4]
United Republic of Tanzania;25.6 [21.8-29.7];34.1 [28.4-40.2];17.1 [12.3-22.5];22.9 [19.7-25.7];30.5 [26.2-35];15.3 [11.7-19.1]
United States of America;67.3 [63.3-70.9];62.6 [57-68.1];72.1 [66.8-77];65.5 [62.7-68.2];60.8 [56.8-64.9];70.3 [66.5-74]
Uruguay;61.7 [56.3-67.6];60.9 [52.8-68.6];62.4 [54.5-69.8];58.5 [54.1-63.1];58.1 [51.6-64.3];58.9 [52.8-64.9]
Uzbekistan;49 [42.7-55.7];51.4 [43-59.9];46.6 [37.6-55.6];46.2 [41.2-51.1];48.6 [41.8-55.4];43.8 [36.3-51.4]
Vanuatu;67.9 [63.2-72.8];73.4 [67.3-79];62.6 [54.7-69.9];66.5 [62.6-70.5];71.9 [66.9-76.7];61.2 [54.8-67.4]
Venezuela (Bolivarian Republic of);62.3 [57.8-67.1];63.5 [56.6-70.1];61 [53.7-68.2];60.4 [56.8-64.2];62.2 [56.8-67.3];58.6 [53.2-64.2]
Viet Nam;20.6 [16.1-24.9];23.8 [17.9-30.4];17.3 [12-23.9];17.4 [14.5-20.3];20.5 [16.3-25];14.2 [10.6-18.3]
Yemen;46.8 [40.4-52.7];53.7 [45.1-62.4];39.9 [31.4-49];44.8 [39.6-50];51.8 [44.7-59.2];38 [31-45.3]
Zambia;29.2 [24.6-33.7];38.9 [32-46.1];19.5 [13.9-25.7];26.4 [22.9-29.4];34.8 [29.7-40.2];17.8 [13.7-22.2]
Zimbabwe;30.7 [25.5-35.9];44.8 [36.3-53.5];16.2 [10.4-23.2];29.2 [25.1-33.8];42.5 [35.5-49.7];15.5 [10.9-20.7]
